"HospitalName" "Address" "District" "Phone" "Update_DtTm" "Normal_Bed_Total" "Normal_Bed_Vacant" "O2_Bed_Total" "O2_Bed_Vacant" "ICU_Bed_Total" "ICU_Bed_Vacant" "All_Bed_Total" "All_Bed_Vacant" "importDate"
"CHC - ADHITHYA MEDICAL CENTER" "" "Thanjavur" "9677773199" "Last Updated on: 28/05/2021 01:12 PM" 33 16 5 0 0 0 38 16 2021-05-28
"CCC - ANNAI CCC KUMBAKONAM" "Annai college mani road,Kovilacheri,Kumbakonam,Kumbakonam" "Thanjavur" "9342153482" "Last Updated on: 28/05/2021 09:24 AM" 214 49 0 0 0 0 214 49 2021-05-28
"CHO - ANU HOSPITAL" "NO.69, TRICHY ROAD,,NEAR CONVENT,Thanjavur" "Thanjavur" "7094463121" "Last Updated on: 28/05/2021 09:19 AM" 5 0 5 0 5 0 15 0 2021-05-28
"CHC - AVR Ramani Poly Clinic, Kumbakonam" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:24 AM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Abi&Abi Hospitals, South Rampart" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:18 AM" 20 0 0 0 0 0 20 0 2021-05-28
"CHC - Aishwarya Clinic, Pattukkottai" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:17 AM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Aishwarya clinic ,Pattukkottai taluk." "" "Thanjavur" "9488488719" "Last Updated on: 28/05/2021 07:11 AM" 6 0 1 0 0 0 7 0 2021-05-28
"ICCC - Alaginayagipuram" "GPHC ALAGIYANAYAGIPURAM,GPHC ALAGIYANAYAGIPURAM,ALAGIYANAYAGIPURAM,Pattukottai" "Thanjavur" "+919345572692" "Last Updated on: 28/05/2021 10:23 AM" 30 30 0 0 0 0 30 30 2021-05-28
"CHO - Delta Care Hospital*" "" "Thanjavur" "9790642226" "Last Updated on: 28/05/2021 07:50 AM" 7 2 3 0 0 0 10 2 2021-05-28
"CHC - District headquarters hospital, Kumbakonam" "" "Thanjavur" "9443070613" "Last Updated on: 28/05/2021 07:17 PM" 280 17 120 0 50 0 450 17 2021-05-28
"CHC - Dr.Vanchilingam Hospital Pvt Ltd,K.S Nagar" "" "Thanjavur" "9597882101" "Last Updated on: 28/05/2021 03:22 PM" 21 19 4 0 3 0 28 19 2021-05-28
"CHC - Dravidian Speciality  Hospital, Pattukottai" "4,SAMUMUDALI STREET ,,PATTUKOTTAI,PATTUKOTTAI,Pattukottai" "Thanjavur" "7402065996 (08.00AM TO 04.00 PM)" "Last Updated on: 28/05/2021 02:45 PM" 0 0 36 0 9 0 45 0 2021-05-28
"CCC - Green Palace(Meenakshi hospital)" "244/2 TRICHY MAIN ROAD,NILAGIRI THERKKU THOTAM,NEAR NEW BUS STAND,Thanjavur" "Thanjavur" "9677773199" "Last Updated on: 28/05/2021 02:52 PM" 40 15 0 0 0 0 40 15 2021-05-28
"CCC - Jayam Residency" "" "Thanjavur" "8807804876" "Last Updated on: 28/05/2021 09:57 AM" 27 16 0 0 0 0 27 16 2021-05-28
"CHO - K.S.Hospital" "60,Mutt street,,Kumbakonam,Kumbakonam" "Thanjavur" "636962681894433217476379954436" "Last Updated on: 28/05/2021 07:59 AM" 14 0 10 0 6 0 30 0 2021-05-28
"CHO - KALPANA HOSPITAL " "NO.70, VOC NAGAR ,TRICHY ROAD ,CONVENT ,Thanjavur" "Thanjavur" "9360962226" "Last Updated on: 28/05/2021 07:36 AM" 4 0 6 0 0 0 10 0 2021-05-28
"CHC - KG Hospital" "KG MULTI SPECIALITY HOSPITAL & RESEARCH CENTRE #3048.3049,2ND STREET,VOC,NAGAR,THANJAVUR,KG MULTI SPECIALITY HOSPITAL & RESEARCH CENTRE #3048.3049,2ND STREET,VOC,NAGAR,THANJAVUR,VOC NAGAR,Thanjavur" "Thanjavur" "9942237060" "Last Updated on: 28/05/2021 07:49 PM" 16 7 36 1 34 1 86 9 2021-05-28
"ICCC - Kabisthalam" "Main Road,Kabisthalam,Papanasam" "Thanjavur" "9843458911" "Last Updated on: 28/05/2021 11:14 AM" 30 30 0 0 0 0 30 30 2021-05-28
"CHC - Kalpana Hospital, Thanjavur" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:20 AM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Kanakesa Thevar Memorial Hospital" "66,Chinnaiahh Street,Pattukkottai,Pattukottai" "Thanjavur" "9842741908" "Last Updated on: 28/05/2021 09:43 AM" 9 0 15 0 6 0 30 0 2021-05-28
"CHC - Kannan Hospital,Thanjavur" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:29 AM" 10 10 0 0 0 0 10 10 2021-05-28
"CCC - Karunya Sugalaya Covid Care Centre @ Hotel Le Garden Inn" "48,Gandi adigal salai,Kumbakonam,Kumbakonam" "Thanjavur" "7339487278 (8AM TO 8 PM)7339487278 (8 PM to 8 AM)" "Last Updated on: 28/05/2021 10:48 PM" 28 17 3 2 0 0 31 19 2021-05-28
" CHC - Karunya Sugalaya Diabetes Care Research Centre Pvt., Ltd., Kumbakonam" "" "Thanjavur" "9994360912" "Last Updated on: 28/05/2021 07:15 AM" 10 10 0 0 0 0 10 10 2021-05-28
"ICCC - Konnulampallam" "MAIN ROAD,KONULAMPALLAM,Thiruvidaimaruthur" "Thanjavur" "8668198144" "Last Updated on: 28/05/2021 10:27 AM" 30 11 0 0 0 0 30 11 2021-05-28
"CHO - MVK Hospital*" "" "Thanjavur" "9566201833" "Last Updated on: 28/05/2021 07:48 AM" 20 0 15 0 15 0 50 0 2021-05-28
"ICCC - Madukkur" "GOVERNMENT UPGRADE PRIMARY HEALTH CENTRE.MADUKKUR,BACK SIDE UNION OFFICE.MADUKKUR,Pattukottai" "Thanjavur" "8903955011" "Last Updated on: 23/05/2021 06:17 AM" 18 18 0 0 0 0 18 18 2021-05-28
"CHO - Medway hospital" "" "Thanjavur" "9790793659" "Last Updated on: 28/05/2021 08:07 AM" 19 6 10 0 0 0 29 6 2021-05-28
"CHC - Meenakshi Hospital" "244/2, Trichy Main Road,Neelagiri Therku Thottam,Near New Bus Stand,Thanjavur" "Thanjavur" "9787850159" "Last Updated on: 28/05/2021 07:16 PM" 65 0 50 0 30 0 145 0 2021-05-28
"ICCC - Melattur" "Melattur PHC,Ammapettai Blcok,Papanasam" "Thanjavur" "9442459652" "Last Updated on: 28/05/2021 07:31 PM" 10 10 0 0 0 0 10 10 2021-05-28
"ICCC - Murukkangudi" "MURUKKANGUDI,THIRUVIDAIMARUTHUR,Kumbakonam" "Thanjavur" "9791539731" "Last Updated on: 23/05/2021 06:25 AM" 30 30 0 0 0 0 30 30 2021-05-28
"ICCC - Nadukaveri" "Naducauvery PHC,Thiruvaiyaru,Thiruvaiyaru" "Thanjavur" "9655645141" "Last Updated on: 28/05/2021 11:15 AM" 30 30 0 0 0 0 30 30 2021-05-28
"CHC - National Pharma Hospital" "111,Opp.To South zone cultural centre,,M..C Road- Vallam Road,Thanjavur,Thanjavur" "Thanjavur" "9524241241" "Last Updated on: 28/05/2021 06:29 AM" 43 13 5 0 2 0 50 13 2021-05-28
"CHO - New Sugam Medical Centre, Ramakrishnapuram" "" "Thanjavur" "9443421526" "Last Updated on: 28/05/2021 07:57 AM" 10 0 5 0 5 0 20 0 2021-05-28
"CCC - Old RK Nursing Home CCC(KG hospital)	" "" "Thanjavur" "9842349875" "Last Updated on: 26/05/2021 03:29 PM" 5 0 0 0 0 0 5 0 2021-05-28
"CHC - Orathanadu GH" "Health Sub Centre,Orathanadu,Orathanadu" "Thanjavur" "9865222811" "Last Updated on: 28/05/2021 07:29 PM" 20 20 5 5 0 0 25 25 2021-05-28
"CHC - Our Lady Hospital" "3RD CROSS,ARULANANDHA NAGAR,V.O.C. NAGAR POST,Thanjavur" "Thanjavur" "9600587736" "Last Updated on: 28/05/2021 10:22 AM" 56 12 20 0 9 0 85 12 2021-05-28
"ICCC - Palayapatti" "GOVT. PRIMARY HEALTH CENTRE,PALAYAPATTI NORTH,KATHADIPATTI,Budalur" "Thanjavur" "+91 98430 25791" "Last Updated on: 28/05/2021 07:12 PM" 30 30 0 0 0 0 30 30 2021-05-28
"CHC - Papanasam GH" "Health Sub Center,Pappanasam II,Papanasam,Thanjavur" "Thanjavur" "9486606496944223326597901166509600875266" "Last Updated on: 28/05/2021 11:23 AM" 10 10 2 2 0 0 12 12 2021-05-28
"ICCC - Patteeswaram" "Patteeswaram,Kumbakonam Block,Kumbakonam" "Thanjavur" "9994021101" "Last Updated on: 23/05/2021 06:09 AM" 30 30 0 0 0 0 30 30 2021-05-28
"CHC - Pattukottai GH" "Government hospital,Bus Stop,Pattukkottai" "Thanjavur" "saravanan" "Last Updated on: 28/05/2021 07:52 PM" 95 27 60 8 24 8 179 43 2021-05-28
"CCC - Pattukottai Slum Clearance Board" "Government hospital,Bus Stop,Pattukkottai,Pattukottai" "Thanjavur" "9443972566" "Last Updated on: 28/05/2021 07:47 PM" 480 308 0 0 0 0 480 308 2021-05-28
"CCC - Periyar Maniammai Eng College" "" "Thanjavur" "9344267877" "Last Updated on: 28/05/2021 11:25 AM" 240 240 0 0 0 0 240 240 2021-05-28
"CHO - R.K. Hospital*" "" "Thanjavur" "9487030269" "Last Updated on: 28/05/2021 07:42 AM" 10 0 10 0 5 0 25 0 2021-05-28
"CHC - RSS Hospital, Cauvery Nagar" "Cauvery nagar,6th cross,Pudukottai road,Opposite to new housing unit,Thanjavur" "Thanjavur" "9791656946" "Last Updated on: 28/05/2021 09:30 PM" 3 0 5 0 0 0 8 0 2021-05-28
"CHC - Rohini Hospital*" "ARULANANDA NAGAR,PUDUKOTTAI ROAD,,Thanjavur" "Thanjavur" "944315227404362279803" "Last Updated on: 28/05/2021 07:44 AM" 10 6 10 6 4 4 24 16 2021-05-28
"CCC - Roya Garden" "" "Thanjavur" "9843458054" "Last Updated on: 25/05/2021 03:55 PM" 5 0 0 0 0 0 5 0 2021-05-28
"CCC - S.T hospital" "79/43, Nageswaran north Street,Kumbakonam,Kumbakonam,Kumbakonam" "Thanjavur" "6381499768" "Last Updated on: 28/05/2021 06:19 AM" 0 0 20 0 0 0 20 0 2021-05-28
"CCC - SENGIPATTI GOVT ENG COLLEGE GIRLS HOSTEL" "" "Thanjavur" "9677773199" "Last Updated on: 28/05/2021 12:19 AM" 33 12 0 0 0 0 33 12 2021-05-28
"CHC - SHIVAM NURSING HOME" "Pattukottai" "Thanjavur" "04373-254165 , 254733" "Last Updated on: 28/05/2021 08:29 PM" 17 3 6 4 0 0 23 7 2021-05-28
"CHC - SRI NAADI HOSPITAL" "121,122, Naadiyambalpuram Mayipallayam Road Pattukkottai,Naadiyambalpuram,Pattukottai" "Thanjavur" "9677459816" "Last Updated on: 28/05/2021 08:44 AM" 21 6 24 0 5 0 50 6 2021-05-28
"CHO - Saravana Speciality Hospital*" "" "Thanjavur" "9585962173" "Last Updated on: 28/05/2021 07:41 AM" 15 15 5 3 0 0 20 18 2021-05-28
"CHC - Shifa Hospital, Athiramapattinam" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:33 AM" 10 10 0 0 0 0 10 10 2021-05-28
"ICCC - Siruvaviduthi" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 09:40 PM" 30 30 0 0 0 0 30 30 2021-05-28
"CHC - Sivam Nursing Home, Pattukottai" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:21 AM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Sri Kumaran Gastro (p) Ltd Hospital Thanjavur" "NO2, 10TH CROSS, MUNICIPAL COLONY, MEDICAL COLLEGE ROAD, THANJAVUR,MUNICIPAL COLONY,Thanjavur" "Thanjavur" "9786006825" "Last Updated on: 28/05/2021 10:03 AM" 5 1 16 7 3 3 24 11 2021-05-28
"CHC - Sudar Hospital, Maharnombuchavady" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:23 AM" 10 0 0 0 0 0 10 0 2021-05-28
"CHC - Sugam Hospital, kumbakonam" "" "Thanjavur" "9999" "Last Updated on: 28/05/2021 07:57 PM" 0 0 18 1 2 0 20 1 2021-05-28
"ICCC - Thamarankottai" "Thamarankotai,Pattukottai" "Thanjavur" "9750570692" "Last Updated on: 28/05/2021 11:42 PM" 30 30 0 0 0 0 30 30 2021-05-28
"CHO - Thanga Saradha Nursing Home, South Main Street" "No-2896;South Main Street;,Thanjavur ,Thanjavur" "Thanjavur" "9566751555 (9.00AM to 7:00PM)" "Last Updated on: 28/05/2021 09:17 AM" 9 1 5 0 1 0 15 1 2021-05-28
"CHO - Thanjavur Medical College" "\"Govt. Medical College Hospital,\",Vallam Main Road,Thanjavur,Thanjavur" "Thanjavur" "04362240822" "Last Updated on: 28/05/2021 11:50 AM" 341 35 591 129 218 0 1150 164 2021-05-28
"CHC - Thiruvaiyaru GH" "SEMBAGAPETTAI STREET,Thiruvaiyaru (S),Thiruvaiyaru,Thiruvaiyaru" "Thanjavur" "04362262644 (8.00am to 8.00pm)" "Last Updated on: 28/05/2021 10:24 AM" 10 10 7 7 1 1 18 18 2021-05-28
"ICCC - Thiruvonam" "" "Thanjavur" "9999" "Last Updated on: 23/05/2021 06:16 AM" 15 15 0 0 0 0 15 15 2021-05-28
"ICCC - Thondarampattu" "Thondarampattu,Orathanadu Block,Orathanad" "Thanjavur" "8870205070" "Last Updated on: 28/05/2021 10:39 AM" 15 15 0 0 0 0 15 15 2021-05-28
"ICCC - Vallam" "GOVT PRIMARY HEALTH CENTRE, ALAKKUDI MAIN ROAD, VALLAM,VALLAM,Thanjavur" "Thanjavur" "9791942757" "Last Updated on: 27/05/2021 11:02 AM" 30 30 0 0 0 0 30 30 2021-05-28
"CCC - Vallam Slum Clearance Board" "Community Health Center,\"Thanjavur Main Road,\",Vallam,Thanjavur" "Thanjavur" "9787621432 (10-5)" "Last Updated on: 28/05/2021 08:51 AM" 640 190 0 0 0 0 640 190 2021-05-28
"CHC - Vijay Poly Clinic, Kumbakonam" "21 A, AYEKULAM ROAD,KUMBAKONAM ,Kumbakonam" "Thanjavur" "9500553722" "Last Updated on: 28/05/2021 06:55 AM" 10 0 18 0 2 0 30 0 2021-05-28
"CHC - Vinodhagan Memorial Hospital" "NO:3120 & 3121,TRICHY ROAD,Thanjavur" "Thanjavur" "4362234885" "Last Updated on: 28/05/2021 08:37 AM" 45 0 20 3 5 0 70 3 2021-05-28
"ICCC - Ariyappapuram" "" "Tenkasi" "9999" "Last Updated on: 28/05/2021 06:29 PM" 30 0 0 0 0 0 30 0 2021-05-28
"ICCC - CCC KARIVALAMANDHANALLUR UPHC" "KARIVALAMVANDHANALLUR ,SANKARANKOIL,Sankarankovil" "Tenkasi" "7639020066" "Last Updated on: 28/05/2021 06:11 PM" 28 25 2 2 0 0 30 27 2021-05-28
"ICCC - Chokkampatti" "CHOKKAMPATTI PHC,Kadayanallur" "Tenkasi" "9994715049" "Last Updated on: 28/05/2021 07:32 PM" 28 5 2 2 0 0 30 7 2021-05-28
"ICCC - Elathur" "ELATHUR BLOCK PHC,Shencottai" "Tenkasi" "9443695995" "Last Updated on: 28/05/2021 04:23 PM" 28 21 2 2 0 0 30 23 2021-05-28
"CCC - JP COLLEGE CCC" "" "Tenkasi" "9994715049" "Last Updated on: 28/05/2021 07:24 PM" 65 12 0 0 0 0 65 12 2021-05-28
"ICCC - KADAYAM" "Kadayam CHC,Tankasi main raod,Kadayam" "Tenkasi" "9600231107" "Last Updated on: 28/05/2021 01:05 PM" 28 28 2 2 0 0 30 30 2021-05-28
"ICCC - KURUVIKULAM" "Kuruvikulam CHC,Kovilpatti Road,Kuruvikulam" "Tenkasi" "8056805613" "Last Updated on: 28/05/2021 02:02 PM" 28 22 2 0 0 0 30 22 2021-05-28
"CHC - Meeran Hospital, Tenkasi" "327,COURTALLAM ROAD,Tenkasi" "Tenkasi" "9600692323" "Last Updated on: 28/05/2021 01:06 PM" 1 0 45 0 7 0 53 0 2021-05-28
"CCC - Nallamani yadav college CCC" "NAALAMANI YADAV COLLEGE,Kadayanallur" "Tenkasi" "9791662224" "Last Updated on: 28/05/2021 07:53 PM" 144 18 0 0 0 0 144 18 2021-05-28
"ICCC - Nettur" "" "Tenkasi" "9999" "Last Updated on: 28/05/2021 09:06 PM" 24 19 6 6 0 0 30 25 2021-05-28
"CCC - PARASAKTHI CCC" "PARASAKTHI WOMENS COLLEGE,COURTALLAM,COURTALLAM,Tenkasi" "Tenkasi" "9095658168" "Last Updated on: 28/05/2021 11:58 AM" 120 120 0 0 0 0 120 120 2021-05-28
"CHC - PULIYANKUDI" "WATER TANK ROAD, TN PUDUKUDI, PULIANGUDI,NEAR WATER TANK,TN PUDUKUDI, PULIANGUDI,Kadayanallur" "Tenkasi" "9047071895" "Last Updated on: 28/05/2021 07:14 PM" 20 2 4 1 0 0 24 3 2021-05-28
"CHC - SANKARANKOIL GH" "KACHERI ROAD,SANKARANKOVIL (PO,TK),THIRUNELVELI MAIN ROAD,Sankarankovil" "Tenkasi" "94443816806381308461" "Last Updated on: 28/05/2021 08:04 PM" 0 0 24 7 4 0 28 7 2021-05-28
"CCC - SARDAR RAJA CCC" "ST JOSEPH HOSTEL,MAIN ROAD,ATHIYUTHU,ADAIKALAPATTINAM,Alangulam" "Tenkasi" "9443220245" "Last Updated on: 28/05/2021 08:20 PM" 142 67 0 0 0 0 142 67 2021-05-28
"CHC - SIVAGIRI" "Madurai to Tenkasi main road,Near taluk office,Sivagiri,Sivagiri" "Tenkasi" "9445617949" "Last Updated on: 28/05/2021 01:24 PM" 18 5 2 1 0 0 20 6 2021-05-28
"CHC - Santhi Hospital, Vaikkalpalam, Tenkasi" "294E,KEELAMUTHARAMMAN KOIL STREET,VAIKALPALAM,Tenkasi" "Tenkasi" "9362992627" "Last Updated on: 28/05/2021 09:15 AM" 21 1 20 1 5 3 46 5 2021-05-28
"ICCC - Senthamaram" "" "Tenkasi" "9999" "Last Updated on: 27/05/2021 10:54 AM" 28 28 2 2 0 0 30 30 2021-05-28
"CHO - TENKASI" "Tenkasi GHQH,NEAR BY NEW BUSSTAND,Tenkasi,Tenkasi" "Tenkasi" "9443422876" "Last Updated on: 28/05/2021 04:26 PM" 100 20 175 16 50 2 325 38 2021-05-28
"CCC - THANGAPAZHAM " "THANGAPAZHAM POLYTECHNIC COLLEGE,VASUDEVANALLUR,VASUDEVANALLUR,Sivagiri" "Tenkasi" "9842758532" "Last Updated on: 28/05/2021 04:20 PM" 145 71 0 0 0 0 125 71 2021-05-28
"ICCC - VASUDEVANALLUR" "Vasudevanallur CHC,\"Keelamasi Veethi, Vasudevanallur\",Vasudevanallur" "Tenkasi" "9842758532" "Last Updated on: 28/05/2021 04:21 PM" 28 28 2 2 0 0 30 30 2021-05-28
"CCC - VELS CCC" "VEL'S NAGAR, VADAKKU PUDUR, SANKARANKOVIL,VADAKKU PUTHUR,Sankarankovil" "Tenkasi" "7639020066" "Last Updated on: 28/05/2021 11:52 AM" 100 45 0 0 0 0 100 45 2021-05-28
"ICCC - VKPIDAGAI" "" "Tenkasi" "9999" "Last Updated on: 27/05/2021 05:19 PM" 28 28 2 1 0 0 30 29 2021-05-28
"CHC - Apollo Reach Hospitals,Karaikudi" "Madurai Main Road,Managiri,Karaikudi,Karaikudi" "Sivagangai" "7373446007" "Last Updated on: 28/05/2021 04:44 PM" 45 3 10 0 5 0 60 3 2021-05-28
"CHC - Benny Hospital, Karaikudi" "" "Sivagangai" "9999" "Last Updated on: 28/05/2021 08:55 PM" 10 3 10 0 2 0 22 3 2021-05-28
"CHC - DEVAKI MULTISPECIALITY HOSPITAL" "no.6 arunachalam chettiyar st,near periyar statue,karaikudi,Karaikudi" "Sivagangai" "78249509869597195283" "Last Updated on: 28/05/2021 04:50 PM" 4 2 21 0 0 0 25 2 2021-05-28
"CHC - GH KALAYARKOVIL" "Kalaiyarkovil,Kalaiyarkovil" "Sivagangai" "6379069004" "Last Updated on: 28/05/2021 04:24 PM" 14 14 0 0 0 0 14 14 2021-05-28
"CHC - GH MANAMADURAI" "Manamadurai,Manamadurai" "Sivagangai" "7010792747" "Last Updated on: 28/05/2021 04:44 PM" 0 0 60 53 0 0 60 53 2021-05-28
"CHC - GH THIRUPPATHUR" "Government Hospital, Thiruppathur,Thirupattur" "Sivagangai" "99448168559443138139" "Last Updated on: 28/05/2021 04:20 PM" 20 20 45 40 0 0 65 60 2021-05-28
"CHC - GH THIRUPPUVANAM" "Thiruppuvanam,Thiruppuvanam" "Sivagangai" "7904923441" "Last Updated on: 28/05/2021 04:50 PM" 0 0 50 50 0 0 50 50 2021-05-28
"CHC - GH, Singampunari" "Singampunari,Singampunari" "Sivagangai" "9443399959" "Last Updated on: 28/05/2021 04:50 PM" 0 0 45 45 0 0 45 45 2021-05-28
"CHC - GH,DEVAKOTTAI" "Devakottai,Devakottai" "Sivagangai" "8754465892" "Last Updated on: 28/05/2021 04:13 PM" 0 0 60 18 0 0 60 18 2021-05-28
"CHC - GH,Ilayangudi" "Ilayangudi,Ilayankudi" "Sivagangai" "9884684544" "Last Updated on: 28/05/2021 04:17 PM" 0 0 37 37 0 0 37 37 2021-05-28
"CHC - GH,Kanadukathan" "Kanadukathan,Karaikudi" "Sivagangai" "9786308866" "Last Updated on: 28/05/2021 04:51 PM" 0 0 0 0 0 0 0 0 2021-05-28
"CHO - GOVERNMENT HEAD QUARTERS HOSPITAL , KARAIKUDI" "RAILWAY FEDDER ROAD,IDAIYAR STREET,KARAIKUDI,Karaikudi" "Sivagangai" "9952343354" "Last Updated on: 28/05/2021 01:40 PM" 0 0 416 286 4 0 420 286 2021-05-28
"CHO - Government Medical College , Sivagangai" "Mela-Vaniangudi, Manamadurai - Tanjavur Rd,Sivagangai" "Sivagangai" "6379999473" "Last Updated on: 28/05/2021 11:42 AM" 420 109 267 48 113 2 800 159 2021-05-28
"CHC - Jedaiah Steve Hospital,Karaikudai,Sivagangai TN" "" "Sivagangai" "9556781831" "Last Updated on: 28/05/2021 04:51 PM" 12 0 26 0 0 0 38 0 2021-05-28
"ICCC - Kannankudi phc" "Kannangudi block phc,Kannangudi,Devakottai,Devakottai" "Sivagangai" "9585095324" "Last Updated on: 28/05/2021 09:00 AM" 7 7 0 0 0 0 7 7 2021-05-28
"CHC - KarthiK Multispeciality Hospital" "28,MADURAI ROAD,SIVAGANGAI,Sivagangai" "Sivagangai" "8883894416" "Last Updated on: 28/05/2021 04:01 PM" 4 4 18 0 1 0 23 4 2021-05-28
"CHC - Kauvery Hospital" "No.42,Mudiyarasanar Salai,,Near New Bus Stand,Karaikudi,Karaikudi,Karaikudi" "Sivagangai" "6381456995" "Last Updated on: 28/05/2021 04:51 PM" 0 0 55 0 10 0 65 0 2021-05-28
"ICCC - Keelapoongudi" "GPHC Keelapoongudi,Keelapoongudi,Sivagangai" "Sivagangai" "6382298346" "Last Updated on: 28/05/2021 05:02 PM" 9 8 1 1 0 0 10 9 2021-05-28
"ICCC - Maravamangalam" "Maravamangalam block phc,Nattarasankottai phc,Nattarasankottai,Kalaiyarkovil" "Sivagangai" "9791047630" "Last Updated on: 28/05/2021 08:07 PM" 5 5 0 0 0 0 5 5 2021-05-28
"CHC - Matha Mission Hospital, Manamadurai" "Keelamelkudi Main Road,Near New Bus Stand,Manamadurai,Sivagangai" "Sivagangai" "6382165073" "Last Updated on: 28/05/2021 04:54 PM" 30 20 10 5 10 10 50 35 2021-05-28
"ICCC - Muthanandal" "Muthanendal block phc,Muthanendal ,Manamadurai" "Sivagangai" "9942174107" "Last Updated on: 28/05/2021 10:04 PM" 20 19 0 0 0 0 20 19 2021-05-28
"ICCC - Nerkuppai" "" "Sivagangai" "9999" "Last Updated on: 28/05/2021 09:09 PM" 5 5 0 0 0 0 5 5 2021-05-28
"CHC - Padmini Urology Clinic, Karaikudi" "LIC OPPOSITE, VOC ROAD , KARAIKUDI,VOC ROAD ,Karaikudi" "Sivagangai" "8072262850" "Last Updated on: 28/05/2021 04:53 PM" 12 12 19 8 9 0 40 20 2021-05-28
"CCC - Pannai Engineering College" "pannai engineering college,Manamadurai Main Road,Manamadurai" "Sivagangai" "9345467903" "Last Updated on: 28/05/2021 08:49 PM" 140 97 0 0 0 0 140 97 2021-05-28
"ICCC - Piranmalai" "Piranmalai ,Singampuneri taluk,Singampunari" "Sivagangai" "8610763191 (9.00 am to 4.00 pm)" "Last Updated on: 28/05/2021 07:31 PM" 4 4 0 0 0 0 4 4 2021-05-28
"ICCC - Poovanthi Government Primary Health Centre" "Poovanthi ,Manamadurai Tk ,630611,Manamadurai" "Sivagangai" "8870854422" "Last Updated on: 28/05/2021 08:23 AM" 5 5 0 0 0 0 5 5 2021-05-28
"ICCC - Pudur.V" "Puzhuthipatti gphc,Puzhuthipatti,Puzhuthipatti,Singampunari" "Sivagangai" "9486730573" "Last Updated on: 27/05/2021 11:50 AM" 4 4 0 0 0 0 4 4 2021-05-28
"ICCC - Puduvayal block phc" "Puduvayal block phc,Sakottai block,hospital road ,puduvayal,Sakottai,Karaikudi" "Sivagangai" "8903764925" "Last Updated on: 28/05/2021 10:21 PM" 4 4 0 0 0 0 4 4 2021-05-28
"CHC - S.M.Hospitals, Devakottai" "" "Sivagangai" "9443467141" "Last Updated on: 28/05/2021 04:53 PM" 9 1 12 1 4 0 25 2 2021-05-28
"CHC - Sahayarani Hospital, Kalaiyarkoil" "" "Sivagangai" "7094009416" "Last Updated on: 28/05/2021 04:40 PM" 0 0 10 5 4 4 14 9 2021-05-28
"ICCC - Salaigramam phc" "Govt salaigramam phc,Salaigramam ,Ilayankudi ,Ilayankudi" "Sivagangai" "8489704194" "Last Updated on: 28/05/2021 07:42 PM" 4 2 1 1 0 0 5 3 2021-05-28
"ICCC - Sembanur phc" "Sembanoor block phc,Sembanoor,Karaikudi" "Sivagangai" "9789367639" "Last Updated on: 28/05/2021 10:09 PM" 6 6 0 0 0 0 6 6 2021-05-28
"CHC - Senthil Hospital" "9B-Manthoppu Street ,Devakottai,Devakottai,Devakottai" "Sivagangai" "989426545680125192669842478887" "Last Updated on: 28/05/2021 04:52 PM" 23 2 50 0 12 0 85 2 2021-05-28
"CHC - Sri Kumaran Hospital, Karaikudi" "" "Sivagangai" "8667427567" "Last Updated on: 28/05/2021 04:52 PM" 7 1 3 0 0 0 10 1 2021-05-28
"CCC - Swedish Mission Hospital ,Thiruppathur" "Thiruppathur.,Thirupattur" "Sivagangai" "9345467903" "Last Updated on: 28/05/2021 07:35 PM" 100 64 0 0 0 0 100 64 2021-05-28
"CHO - TB SANATORIUM ,SOMANATHAPURAM" "Somanathapuram,Karaikudi" "Sivagangai" "7904753921" "Last Updated on: 28/05/2021 01:24 PM" 55 0 44 41 0 0 99 41 2021-05-28
"ICCC - Thiruvegampattu" "" "Sivagangai" "9999" "Last Updated on: 28/05/2021 08:32 PM" 5 4 0 0 0 0 5 4 2021-05-28
"CHC - AP Medical Centre, Saradha College Road" "" "Salem" "9994930184" "Last Updated on: 29/05/2021 00:36 AM" 15 0 25 0 0 0 40 0 2021-05-28
"CHC - ATTUR GH" "KAMARAJANAR ROAD ,CUDDALORE  MAIN ROAD ,NEAR WOMENS POLICE  STATION ,Attur" "Salem" "9154155371" "Last Updated on: 28/05/2021 10:15 PM" 26 0 40 1 10 0 76 1 2021-05-28
"CHC - Aishwaryam Speciality Hospital" "114/1, Bangalore Bypass Road, Near AVR Roundana, Near AVR Roundana,Nedunchalai Nagar ,Salem" "Salem" "04272777555" "Last Updated on: 28/05/2021 09:44 AM" 22 0 19 0 10 0 51 0 2021-05-28
